timestamp,aggregated_power
1581078380,93.4668
1581078381,28.44264
1581078385,26.61912
1581078385,26.6532
1581078385,25.89144
1581078386,28.10616
1581078387,27.99768
1581078389,28.24176
1581078390,29.84376
1581078391,29.65704
1581078392,29.7444
1581078393,27.7092
1581078394,26.59968
1581078396,26.42232
1581078397,29.76768
1581078398,29.6952
1581078399,30.16032
1581078401,27.36312
1581078402,28.01808
1581078403,27.35832
1581078404,28.326
1581078405,28.24848
1581078406,27.2376
1581078408,29.27376
1581078409,27.66192
1581078410,30.2268
