timestamp,aggregated_power
1581077300,27.22608
1581077301,27.27984
1581077302,28.29384
1581077303,27.9708
1581077304,28.58352
1581077306,28.20504
1581077308,29.16576
1581077308,25.7004
1581077310,26.82792
1581077311,29.2992
1581077312,29.5296
1581077313,28.8984
1581077315,27.79536
1581077316,28.87848
1581077317,29.10768
1581077318,26.64744
1581077319,28.90608
1581077320,30.00144
1581077321,29.18712
1581077322,27.73656
1581077324,27.57264
1581077325,28.18032
1581077326,29.35536
1581077327,35.8764
1581077328,35.38416
1581077330,35.0364
1581077331,37.70208
1581077332,36.72
1581077333,33.11472
1581077339,28.81032
1581077339,26.78856
1581077339,27.06816
1581077339,26.7024
1581077339,26.03664
1581077341,28.03392
1581077342,31.97856
1581077343,35.00472
1581077344,38.60376
1581077345,37.11672
1581077347,35.61624
1581077348,35.3268
1581077349,38.44896
1581077351,27.78096
1581077351,29.7648
1581077353,28.17288
1581077354,28.33944
1581077356,27.81816
1581077356,27.52392
1581077357,33.26184
1581077359,37.23528
1581077360,35.40024
1581077362,37.44168
1581077363,37.37328
1581077363,36.97872
1581077366,36.29136
1581077366,38.23368
1581077368,35.91072
1581077368,37.73472
1581077370,37.77984
1581077371,36.80448
1581077372,40.28088
1581077373,36.7668
1581077374,37.29096
1581077376,36.90168
1581077377,35.7984
1581077378,37.91112
1581077380,37.34736
1581077380,38.4096
1581077381,35.90592
1581077383,38.26872
1581077384,37.75608
1581077385,37.45536
1581077386,35.41056
1581077387,34.9644
1581077389,27.92136
1581077390,27.58224
1581077391,27.98736
1581077393,26.72016
1581077393,26.78328
1581077395,25.06632
1581077396,28.67784
1581077398,28.46616
1581077398,28.4928
1581077400,27.74592
1581077401,28.11456
1581077402,27.52608
1581077403,28.04712
1581077404,26.87328
1581077406,28.194
1581077407,27.89664
1581077408,28.09944
1581077409,28.34328
1581077411,28.974
1581077412,26.93376
1581077414,26.73168
1581077415,26.92512
1581077415,34.91112
1581077417,36.15984
1581077418,38.13168
1581077419,35.49384
1581077421,37.26888
1581077422,37.9656
1581077422,37.83984
1581077424,34.63584
1581077425,26.9568
1581077426,29.74392
1581077428,27.8472
1581077429,26.77584
1581077430,30.20664
1581077431,27.91584
1581077432,29.5032
1581077433,27.95304
1581077435,27.97512
1581077441,26.33448
1581077441,26.40984
1581077441,34.72176
1581077441,35.77008
1581077441,36.39624
1581077442,36.2184
1581077443,37.27584
1581077444,36.10536
1581077445,38.11632
1581077447,35.69184
1581077449,38.00352
1581077450,35.84136
1581077451,34.88688
1581077452,29.09088
1581077453,29.09352
1581077454,27.8076
1581077456,27.6264
1581077456,27.34752
1581077457,29.02272
1581077458,29.79048
1581077460,31.00176
1581077461,28.03632
1581077462,29.23632
1581077464,26.43624
1581077465,27.40944
1581077466,27.02832
1581077467,28.776
1581077469,29.4684
1581077469,29.76936
