timestamp,aggregated_power
1581077171,27.2904
1581077171,27.99336
1581077171,27.90048
1581077171,686.04072
1581077172,696.58392
1581077173,709.64544
1581077175,687.29568
1581077176,698.22456
1581077177,708.46392
1581077178,691.36248
1581077179,698.19456
1581077181,710.976
1581077182,694.40352
1581077183,694.21752
1581077184,711.05928
1581077185,689.59032
1581077189,701.33304
1581077189,708.23616
1581077189,704.55888
1581077191,693.85128
1581077192,698.35872
1581077193,708.4176
1581077194,690.43248
1581077195,702.76392
1581077197,706.21896
1581077197,688.82016
1581077199,710.24808
1581077200,703.8132
1581077201,690.38328
1581077203,710.81088
1581077204,697.344
1581077205,698.90064
1581077206,710.22312
1581077207,690.08328
1581077208,708.82032
1581077210,697.68552
1581077211,696.25416
1581077213,711.49968
1581077214,697.64496
1581077218,698.48712
1581077218,710.02416
1581077218,702.07392
1581077218,690.41832
1581077219,696.27744
1581077220,712.10472
1581077222,690.53208
1581077223,706.8108
1581077224,700.40904
1581077225,693.3408
1581077226,710.45832
1581077228,689.86632
1581077229,709.3152
1581077230,694.23864
1581077231,700.85424
1581077232,704.8296
1581077233,690.43944
1581077235,712.33752
1581077236,691.75512
1581077237,703.43928
1581077238,704.11104
1581077239,693.49968
1581077242,711.27432
1581077242,692.79648
1581077244,696.48504
1581077245,710.11416
1581077246,692.46144
1581077247,709.78752
