timestamp,aggregated_power
1581077693,142.95768
1581077696,146.15064
1581077696,311.79216
1581077699,190.05048
1581077699,142.37928
1581077700,200.9124
1581077701,300.8436
1581077702,146.84736
1581077703,148.45008
1581077704,290.54256
1581077705,201.61728
1581077706,141.29064
1581077708,196.9836
1581077709,312.474
1581077710,139.96992
1581077711,137.40672
1581077713,312.32832
1581077714,203.96208
1581077715,155.69856
1581077717,197.3688
1581077718,333.55944
1581077719,152.83608
1581077721,138.18024
1581077721,308.01984
1581077722,236.99064
1581077723,174.756
1581077725,193.01448
1581077726,340.09512
1581077727,171.708
1581077728,133.83024
1581077729,329.67072
1581077730,204.52392
1581077732,178.52088
1581077733,213.3672
1581077734,314.1348
1581077735,163.41624
1581077737,145.2084
1581077738,328.16928
1581077741,220.87368
1581077746,168.1332
1581077746,203.98704
1581077746,38.59368
1581077746,38.3592
1581077746,38.6484
1581077746,35.82216
1581077747,38.14248
1581077748,36.50856
1581077750,38.06664
1581077751,39.03888
1581077752,37.48296
1581077754,37.20984
1581077763,37.76472
1581077765,35.39304
1581077765,309.57216
1581077765,203.93736
1581077765,150.01344
1581077765,204.97584
1581077765,299.62488
1581077765,147.84192
1581077765,146.93736
1581077766,316.19304
1581077766,197.19312
1581077769,144.1188
1581077769,201.46944
1581077774,311.01192
1581077774,150.97992
1581077774,136.30128
1581077774,310.40736
1581077775,199.9644
1581077776,142.0584
1581077780,204.65448
1581077780,317.02032
1581077780,148.51344
1581077781,140.94672
1581077782,317.08872
1581077783,207.5484
1581077785,162.25056
1581077786,201.56904
1581077787,318.85872
1581077788,150.04752
1581077790,142.97472
1581077791,338.06784
1581077792,226.28832
1581077793,156.4704
1581077795,219.26736
1581077797,341.70192
1581077797,185.93736
1581077798,148.90584
1581077799,337.23768
1581077800,290.2428
1581077802,182.43048
1581077803,218.2824
1581077804,345.46464
1581077805,198.03288
1581077806,144.25416
1581077807,363.57552
1581077808,292.85976
1581077810,180.86232
1581077811,219.94944
1581077812,327.44568
1581077813,181.54224
1581077815,150.66528
1581077819,314.94984
1581077819,318.7332
1581077819,189.08256
1581077819,212.40768
1581077821,344.34792
1581077824,188.71776
1581077824,137.17272
1581077824,358.61448
1581077826,297.78816
1581077827,198.33552
1581077829,51.82728
1581077829,27.53496
1581077830,29.4936
1581077831,28.8228
1581077834,171.7392
1581077834,146.96424
1581077835,199.19808
1581077837,305.90112
1581077838,144.70104
1581077839,141.19392
1581077840,310.69896
