timestamp,aggregated_power
1581077083,26.71152
1581077085,28.02336
1581077086,28.39416
1581077087,26.96712
1581077088,27.4116
1581077089,28.32552
1581077093,28.62744
1581077093,26.86536
1581077093,27.1884
1581077094,26.73864
1581077095,28.84128
1581077096,28.55256
1581077097,29.0664
1581077099,28.45344
1581077100,26.21856
1581077101,28.56312
1581077103,28.50096
1581077104,27.10872
1581077105,26.5488
1581077106,30.3252
1581077107,27.55248
1581077108,28.64376
1581077110,26.8716
1581077111,26.91456
1581077112,27.39
1581077113,29.9988
1581077114,28.75008
1581077115,27.05136
1581077117,27.71544
1581077118,28.9536
1581077119,26.92272
1581077121,28.5528
1581077122,28.63872
1581077123,26.53248
1581077124,25.1484
1581077125,28.74216
1581077127,28.61952
1581077128,25.54944
1581077129,26.72784
1581077130,29.47632
1581077131,29.45544
1581077132,26.50512
1581077133,26.46528
1581077135,28.57944
1581077136,28.43904
1581077137,27.54168
1581077138,27.71544
1581077140,28.3704
1581077141,27.27624
1581077143,28.75464
1581077143,27.44088
1581077145,29.98224
1581077146,28.66032
1581077147,29.10552
1581077148,28.36848
1581077149,29.24184
1581077152,26.53536
1581077152,28.33992
1581077153,29.43648
1581077154,28.2564
1581077155,29.40528
1581077156,26.78664
1581077158,27.41928
1581077159,28.86672
1581077160,28.17864
1581077161,27.22272
1581077162,28.43352
1581077164,26.8524
1581077167,30.25488
